dataset,anom_sel,anom_ratio,anom_seen,pxvita,f2,f3
abalone,rnd,0.05,1,0.9914153132250579,0.8677494199535964,0.8174013921113689
abalone,rnd,0.05,2,0.9914153132250579,0.8900232018561486,0.8176334106728538
abalone,rnd,0.05,3,0.9914153132250579,0.8946635730858468,0.8303944315545243
abalone,rnd,0.05,4,0.9914153132250579,0.9062645011600929,0.9076566125290022
abalone,rnd,0.05,5,0.9914153132250579,0.9712296983758701,0.9700696055684455
abalone,rnd,0.05,6,0.9914153132250579,0.962877030162413,0.9809744779582367
abalone,rnd,0.01,1,0.9907192575406032,0.9132250580046405,0.7763341067285383
abalone,rnd,0.01,2,0.9907192575406032,0.8881670533642693,0.7946635730858468
abalone,rnd,0.01,3,0.9907192575406032,0.9197215777262182,0.8754060324825985
abalone,rnd,0.01,4,0.9907192575406032,0.936890951276102,0.933874709976798
abalone,rnd,0.01,5,0.9907192575406032,0.9587006960556845,0.9658932714617169
abalone,rnd,0.01,6,0.9907192575406032,0.9700696055684455,0.9703016241299304
abalone,rnd,0.005,1,0.9902552204176333,0.8046403712296983,0.7689095127610208
abalone,rnd,0.005,2,0.9902552204176333,0.8566125290023201,0.7721577726218097
abalone,rnd,0.005,3,0.9902552204176333,0.9157772621809744,0.8930394431554524
abalone,rnd,0.005,4,0.9902552204176333,0.9598607888631092,0.9535962877030162
abalone,rnd,0.005,5,0.9902552204176333,0.9487238979118331,0.9491879350348027
abalone,rnd,0.005,6,0.9902552204176333,0.9642691415313227,0.9719257540603248
abalone,best,0.05,1,0.9914153132250579,0.8566125290023201,0.6939675174013921
abalone,best,0.05,2,0.9914153132250579,0.8366589327146171,0.6837587006960557
abalone,best,0.05,3,0.9914153132250579,0.8756380510440837,0.6879350348027842
abalone,best,0.05,4,0.9914153132250579,0.8208816705336428,0.6494199535962878
abalone,best,0.05,5,0.9914153132250579,0.8234338747099768,0.62877030162413
abalone,best,0.05,6,0.9914153132250579,0.9698375870069607,0.9693735498839908
abalone,best,0.01,1,0.9907192575406032,0.8672853828306264,0.7368909512761022
abalone,best,0.01,2,0.9907192575406032,0.874245939675174,0.7440835266821346
abalone,best,0.01,3,0.9907192575406032,0.8621809744779583,0.7187935034802784
abalone,best,0.01,4,0.9907192575406032,0.8392111368909514,0.6677494199535963
abalone,best,0.01,5,0.9907192575406032,0.8510440835266821,0.6498839907192575
abalone,best,0.01,6,0.9907192575406032,0.9691415313225059,0.9786542923433876
abalone,best,0.005,1,0.9902552204176333,0.856844547563805,0.717401392111369
abalone,best,0.005,2,0.9902552204176333,0.8633410672853827,0.7178654292343387
abalone,best,0.005,3,0.9902552204176333,0.8728538283062646,0.7143851508120651
abalone,best,0.005,4,0.9902552204176333,0.8380510440835266,0.6900232018561485
abalone,best,0.005,5,0.9902552204176333,0.848027842227378,0.682830626450116
abalone,best,0.005,6,0.9902552204176333,0.957308584686775,0.9714617169373551
blood-transfusion,rnd,0.05,1,0.9103896103896103,0.9922077922077923,0.9922077922077921
blood-transfusion,rnd,0.05,2,0.9103896103896103,0.9935064935064934,0.9883116883116883
blood-transfusion,rnd,0.05,3,0.9103896103896103,0.9974025974025974,0.9831168831168832
blood-transfusion,rnd,0.05,4,0.9103896103896103,0.996103896103896,0.9948051948051948
blood-transfusion,rnd,0.05,5,0.9103896103896103,0.9948051948051948,0.9948051948051948
blood-transfusion,rnd,0.05,6,0.9103896103896103,0.996103896103896,0.9935064935064934
blood-transfusion,rnd,0.01,1,0.9155844155844155,0.9896103896103895,0.9857142857142858
blood-transfusion,rnd,0.01,2,0.9155844155844155,0.9974025974025974,0.9935064935064934
blood-transfusion,rnd,0.01,3,0.9155844155844155,0.9974025974025974,0.9948051948051948
blood-transfusion,rnd,0.01,4,0.9155844155844155,0.996103896103896,0.9948051948051948
blood-transfusion,rnd,0.005,1,0.9649350649350648,0.9883116883116884,0.9766233766233766
blood-transfusion,rnd,0.005,2,0.9649350649350648,0.9948051948051948,1.0
blood-transfusion,best,0.05,1,0.9103896103896103,0.9896103896103895,0.9909090909090909
blood-transfusion,best,0.05,2,0.9103896103896103,0.9909090909090909,0.9909090909090909
blood-transfusion,best,0.05,3,0.9103896103896103,0.996103896103896,0.9974025974025974
blood-transfusion,best,0.05,4,0.9103896103896103,0.996103896103896,0.9974025974025974
blood-transfusion,best,0.05,5,0.9103896103896103,0.9974025974025974,0.9974025974025974
blood-transfusion,best,0.05,6,0.9103896103896103,0.9974025974025974,0.9987012987012986
blood-transfusion,best,0.01,1,0.9155844155844155,0.9896103896103895,0.9883116883116884
blood-transfusion,best,0.01,2,0.9155844155844155,0.9922077922077921,0.9909090909090909
blood-transfusion,best,0.01,3,0.9155844155844155,0.996103896103896,0.9922077922077923
blood-transfusion,best,0.01,4,0.9155844155844155,0.996103896103896,0.9948051948051948
blood-transfusion,best,0.005,1,0.9649350649350648,0.9883116883116884,0.9883116883116884
blood-transfusion,best,0.005,2,0.9649350649350648,0.9935064935064934,0.996103896103896
breast-cancer-wisconsin,rnd,0.05,1,0.9144922164566344,0.9392512972572273,0.9353595255744998
breast-cancer-wisconsin,rnd,0.05,2,0.9144922164566344,0.9654188287620459,0.9424388435878427
breast-cancer-wisconsin,rnd,0.05,3,0.9144922164566344,0.9681616011860639,0.9535211267605636
breast-cancer-wisconsin,rnd,0.05,4,0.9144922164566344,0.97824314306894,0.9656782802075611
breast-cancer-wisconsin,rnd,0.05,5,0.9144922164566344,0.9818383988139361,0.9663454410674573
breast-cancer-wisconsin,rnd,0.05,6,0.9144922164566344,0.9851000741289843,0.9728687916975538
breast-cancer-wisconsin,rnd,0.05,7,0.9144922164566344,0.9876204595997035,0.976315789473684
breast-cancer-wisconsin,rnd,0.05,8,0.9144922164566344,0.9911045218680504,0.9779095626389918
breast-cancer-wisconsin,rnd,0.05,9,0.9144922164566344,0.9883246849518162,0.9784655300222387
breast-cancer-wisconsin,rnd,0.05,10,0.9144922164566344,0.9895848776871757,0.9779095626389918
breast-cancer-wisconsin,rnd,0.01,1,0.9365826538176428,0.9449592290585619,0.9470348406226835
breast-cancer-wisconsin,rnd,0.01,2,0.9365826538176428,0.9814306893995551,0.9722016308376574
breast-cancer-wisconsin,rnd,0.01,3,0.9365826538176428,0.9775759822090437,0.9718680504077094
breast-cancer-wisconsin,rnd,0.01,4,0.9365826538176428,0.9816160118606373,0.9734988880652337
breast-cancer-wisconsin,rnd,0.005,1,0.9542994810971089,0.9365085248332097,0.9552260934025203
breast-cancer-wisconsin,rnd,0.005,2,0.9542994810971089,0.957709414381023,0.9638250555967385
breast-cancer-wisconsin,best,0.05,1,0.9144922164566344,0.9441067457375836,0.9834692364714602
breast-cancer-wisconsin,best,0.05,2,0.9144922164566344,0.9586360266864344,0.9806893995552259
breast-cancer-wisconsin,best,0.05,3,0.9144922164566344,0.9659747961452927,0.9734618235730169
breast-cancer-wisconsin,best,0.05,4,0.9144922164566344,0.968754633061527,0.9755374351371386
breast-cancer-wisconsin,best,0.05,5,0.9144922164566344,0.9763528539659007,0.978650852483321
breast-cancer-wisconsin,best,0.05,6,0.9144922164566344,0.9747220163083767,0.980281690140845
breast-cancer-wisconsin,best,0.05,7,0.9144922164566344,0.9825055596738326,0.9787620459599704
breast-cancer-wisconsin,best,0.05,8,0.9144922164566344,0.9834321719792438,0.9817272053372867
breast-cancer-wisconsin,best,0.05,9,0.9144922164566344,0.9868791697553743,0.9830615270570793
breast-cancer-wisconsin,best,0.05,10,0.9144922164566344,0.9873980726464048,0.9857672349888805
breast-cancer-wisconsin,best,0.01,1,0.9365826538176428,0.9693106004447738,0.9703854707190512
breast-cancer-wisconsin,best,0.01,2,0.9365826538176428,0.9776871756856931,0.9803558191252779
breast-cancer-wisconsin,best,0.01,3,0.9365826538176428,0.9843587842846551,0.9765752409191994
breast-cancer-wisconsin,best,0.01,4,0.9365826538176428,0.9869532987398072,0.9766864343958487
breast-cancer-wisconsin,best,0.005,1,0.9542994810971089,0.9472201630837658,0.9544477390659749
breast-cancer-wisconsin,best,0.005,2,0.9542994810971089,0.968754633061527,0.9789844329132691
breast-tissue,rnd,0.05,1,0.9897435897435898,0.9512820512820515,0.9820512820512821
breast-tissue,rnd,0.05,2,0.9897435897435898,0.9820512820512821,0.9820512820512821
breast-tissue,rnd,0.05,3,0.9897435897435898,0.9974358974358974,1.0
breast-tissue,rnd,0.01,1,0.9923076923076923,0.9820512820512821,0.9923076923076923
breast-tissue,rnd,0.005,1,0.9974358974358974,0.9717948717948719,0.9897435897435898
breast-tissue,best,0.05,1,0.9897435897435898,0.9589743589743591,0.976923076923077
breast-tissue,best,0.05,2,0.9897435897435898,0.9871794871794872,0.9897435897435898
breast-tissue,best,0.05,3,0.9897435897435898,0.9974358974358974,1.0
breast-tissue,best,0.01,1,0.9923076923076923,0.976923076923077,0.9923076923076923
breast-tissue,best,0.005,1,0.9974358974358974,0.9743589743589745,0.9871794871794872
cardiotocography,rnd,0.05,1,0.618871302053891,0.8657339363105333,0.8566515922366685
cardiotocography,rnd,0.05,2,0.618871302053891,0.8890804597701149,0.8644055021669492
cardiotocography,rnd,0.05,3,0.618871302053891,0.906510269455436,0.8702374222724704
cardiotocography,rnd,0.05,4,0.618871302053891,0.9087431693989071,0.8856227623892974
cardiotocography,rnd,0.05,5,0.618871302053891,0.9147635198794047,0.8986244582626719
cardiotocography,rnd,0.05,6,0.618871302053891,0.9141888072357267,0.9017900885622762
cardiotocography,rnd,0.05,7,0.618871302053891,0.9175051818353117,0.9056340682117957
cardiotocography,rnd,0.05,8,0.618871302053891,0.9185980780101752,0.9105615225174297
cardiotocography,rnd,0.05,9,0.618871302053891,0.9225268513284341,0.9151215375918598
cardiotocography,rnd,0.05,10,0.618871302053891,0.9219615602035048,0.9192952703975881
cardiotocography,rnd,0.01,1,0.6725833804409271,0.8925570001884303,0.8938948558507631
cardiotocography,rnd,0.01,2,0.6725833804409271,0.9063029960429623,0.901648765781044
cardiotocography,rnd,0.01,3,0.6725833804409271,0.9066233276804221,0.8912568306010927
cardiotocography,rnd,0.01,4,0.6725833804409271,0.9129357452421332,0.8972206519690973
cardiotocography,rnd,0.01,5,0.6725833804409271,0.9185886564914263,0.9002543810062184
cardiotocography,rnd,0.01,6,0.6725833804409271,0.9155266628980592,0.9020256265309969
cardiotocography,rnd,0.01,7,0.6725833804409271,0.917966836254004,0.906472583380441
cardiotocography,rnd,0.01,8,0.6725833804409271,0.9212549462973432,0.9073676276615789
cardiotocography,rnd,0.01,9,0.6725833804409271,0.9219332956472582,0.9117109478047862
cardiotocography,rnd,0.01,10,0.6725833804409271,0.9278029018277746,0.9143678160919538
cardiotocography,rnd,0.005,1,0.6667231957791595,0.8625965705671754,0.88648012059544
cardiotocography,rnd,0.005,2,0.6667231957791595,0.9016581872997926,0.906679856792915
cardiotocography,rnd,0.005,3,0.6667231957791595,0.9061145656679856,0.9001601658187302
cardiotocography,rnd,0.005,4,0.6667231957791595,0.9169869983041267,0.8974750329753155
cardiotocography,rnd,0.005,5,0.6667231957791595,0.917712455247786,0.9094780478613153
cardiotocography,rnd,0.005,6,0.6667231957791595,0.9220934614659884,0.9131241756171095
cardiotocography,rnd,0.005,7,0.6667231957791595,0.9225739589221782,0.9120218579234972
cardiotocography,rnd,0.005,8,0.6667231957791595,0.9250800829093653,0.9168362540041454
cardiotocography,best,0.05,1,0.618871302053891,0.5644243452044471,0.5700018843037498
cardiotocography,best,0.05,2,0.618871302053891,0.630488034671189,0.6109101187111362
cardiotocography,best,0.05,3,0.618871302053891,0.6892123610325985,0.6820991143772377
cardiotocography,best,0.05,4,0.618871302053891,0.74415865837573,0.7446485773506689
cardiotocography,best,0.05,5,0.618871302053891,0.7973619747503298,0.8034859619370642
cardiotocography,best,0.05,6,0.618871302053891,0.8200678349349916,0.8228471829658941
cardiotocography,best,0.05,7,0.618871302053891,0.8291784435651028,0.8352364801205955
cardiotocography,best,0.05,8,0.618871302053891,0.8390898812888639,0.8454682494818163
cardiotocography,best,0.05,9,0.618871302053891,0.8484642924439421,0.8603071415112116
cardiotocography,best,0.05,10,0.618871302053891,0.8627190503109101,0.864056905973243
cardiotocography,best,0.01,1,0.6725833804409271,0.7257584322592802,0.6482758620689655
cardiotocography,best,0.01,2,0.6725833804409271,0.8286414169964196,0.7515733936310532
cardiotocography,best,0.01,3,0.6725833804409271,0.857593744111551,0.8384963256076878
cardiotocography,best,0.01,4,0.6725833804409271,0.8847277181081591,0.8793009233088375
cardiotocography,best,0.01,5,0.6725833804409271,0.8998304126625213,0.9052006783493498
cardiotocography,best,0.01,6,0.6725833804409271,0.907207461842849,0.9095345769738081
cardiotocography,best,0.01,7,0.6725833804409271,0.9142547578669682,0.9113623516110797
cardiotocography,best,0.01,8,0.6725833804409271,0.9191727906538535,0.9149142641793857
cardiotocography,best,0.01,9,0.6725833804409271,0.921895609572263,0.9175805539853024
cardiotocography,best,0.01,10,0.6725833804409271,0.9224043715846996,0.9207556058036556
cardiotocography,best,0.005,1,0.6667231957791595,0.8114848313548144,0.7157245147917844
cardiotocography,best,0.005,2,0.6667231957791595,0.8525343885434331,0.8549462973431317
cardiotocography,best,0.005,3,0.6667231957791595,0.9007631430186546,0.9015074429998116
cardiotocography,best,0.005,4,0.6667231957791595,0.9113340870548331,0.9071132466553609
cardiotocography,best,0.005,5,0.6667231957791595,0.9235726399095533,0.9099773883550029
cardiotocography,best,0.005,6,0.6667231957791595,0.9280572828339928,0.9125400414546825
cardiotocography,best,0.005,7,0.6667231957791595,0.9264933107216884,0.9173073299415867
cardiotocography,best,0.005,8,0.6667231957791595,0.9278029018277746,0.9169869983041267
ecoli,rnd,0.05,1,0.8278963414634146,0.7467987804878049,0.7445121951219512
ecoli,rnd,0.05,2,0.8278963414634146,0.8208841463414634,0.8234756097560976
ecoli,rnd,0.05,3,0.8278963414634146,0.8911585365853659,0.894512195121951
ecoli,rnd,0.05,4,0.8278963414634146,0.9222560975609756,0.9301829268292682
ecoli,rnd,0.05,5,0.8278963414634146,0.9286585365853659,0.9352134146341463
ecoli,rnd,0.05,6,0.8278963414634146,0.9460365853658539,0.9408536585365855
ecoli,rnd,0.05,7,0.8278963414634146,0.9480182926829267,0.9434451219512197
ecoli,rnd,0.05,8,0.8278963414634146,0.9513719512195123,0.9489329268292682
ecoli,rnd,0.05,9,0.8278963414634146,0.9589939024390244,0.9567073170731707
ecoli,rnd,0.01,1,0.8606707317073171,0.7650914634146342,0.7545731707317073
ecoli,rnd,0.01,2,0.8606707317073171,0.8638719512195122,0.8682926829268294
ecoli,rnd,0.005,1,0.8571646341463415,0.7838414634146341,0.7902439024390244
ecoli,best,0.05,1,0.8278963414634146,0.7861280487804878,0.7763719512195123
ecoli,best,0.05,2,0.8278963414634146,0.7894817073170731,0.7858231707317074
ecoli,best,0.05,3,0.8278963414634146,0.818140243902439,0.8140243902439025
ecoli,best,0.05,4,0.8278963414634146,0.8144817073170731,0.8198170731707318
ecoli,best,0.05,5,0.8278963414634146,0.8353658536585366,0.8551829268292683
ecoli,best,0.05,6,0.8278963414634146,0.907469512195122,0.9109756097560975
ecoli,best,0.05,7,0.8278963414634146,0.9309451219512195,0.9428353658536585
ecoli,best,0.05,8,0.8278963414634146,0.9510670731707318,0.9509146341463415
ecoli,best,0.05,9,0.8278963414634146,0.9557926829268293,0.9545731707317072
ecoli,best,0.01,1,0.8606707317073171,0.7945121951219514,0.7928353658536585
ecoli,best,0.01,2,0.8606707317073171,0.8707317073170733,0.871951219512195
ecoli,best,0.005,1,0.8571646341463415,0.7878048780487805,0.7882621951219513
glass,rnd,0.05,1,0.7669565217391305,0.7823188405797101,0.7936231884057972
glass,rnd,0.05,2,0.7669565217391305,0.8376811594202899,0.8484057971014491
glass,rnd,0.05,3,0.7669565217391305,0.8504347826086956,0.8594202898550725
glass,rnd,0.05,4,0.7669565217391305,0.8576811594202898,0.8689855072463768
glass,rnd,0.05,5,0.7669565217391305,0.8573913043478262,0.8721739130434785
glass,rnd,0.01,1,0.8408695652173913,0.7634782608695652,0.7756521739130434
glass,rnd,0.005,1,0.8344927536231885,0.7823188405797102,0.8069565217391304
glass,best,0.05,1,0.7669565217391305,0.813913043478261,0.8055072463768116
glass,best,0.05,2,0.7669565217391305,0.8310144927536232,0.8295652173913043
glass,best,0.05,3,0.7669565217391305,0.8417391304347828,0.8489855072463769
glass,best,0.05,4,0.7669565217391305,0.8602898550724637,0.8611594202898549
glass,best,0.05,5,0.7669565217391305,0.8692753623188405,0.8733333333333333
glass,best,0.01,1,0.8408695652173913,0.7756521739130434,0.7698550724637682
glass,best,0.005,1,0.8344927536231885,0.7811594202898551,0.8228985507246378
haberman,rnd,0.05,1,0.9044444444444444,0.968888888888889,0.9844444444444445
haberman,rnd,0.05,2,0.9044444444444444,0.9733333333333334,0.968888888888889
haberman,rnd,0.05,3,0.9044444444444444,0.9755555555555556,0.9800000000000001
haberman,rnd,0.01,1,0.9088888888888891,0.9711111111111113,0.9800000000000001
haberman,rnd,0.01,2,0.9088888888888891,0.968888888888889,0.9822222222222223
haberman,rnd,0.005,1,0.9111111111111111,0.9733333333333334,0.9777777777777779
haberman,best,0.05,1,0.9044444444444444,0.957777777777778,0.9622222222222223
haberman,best,0.05,2,0.9044444444444444,0.9777777777777779,0.9822222222222223
haberman,best,0.05,3,0.9044444444444444,0.9866666666666667,0.9800000000000001
haberman,best,0.01,1,0.9088888888888891,0.9600000000000002,0.9800000000000001
haberman,best,0.01,2,0.9088888888888891,0.9755555555555556,0.9844444444444445
haberman,best,0.005,1,0.9111111111111111,0.9844444444444445,0.9844444444444445
ionosphere,rnd,0.05,1,0.8907936507936508,0.9152380952380952,0.9682539682539684
ionosphere,rnd,0.05,2,0.8907936507936508,0.940952380952381,0.9784126984126985
ionosphere,rnd,0.05,3,0.8907936507936508,0.9555555555555555,0.9828571428571429
ionosphere,rnd,0.05,4,0.8907936507936508,0.9669841269841271,0.9841269841269842
ionosphere,rnd,0.05,5,0.8907936507936508,0.9685714285714286,0.9857142857142858
ionosphere,rnd,0.05,6,0.8907936507936508,0.968888888888889,0.9863492063492064
ionosphere,rnd,0.05,7,0.8907936507936508,0.9679365079365079,0.9866666666666667
ionosphere,rnd,0.05,8,0.8907936507936508,0.9730158730158731,0.9876190476190476
ionosphere,rnd,0.05,9,0.8907936507936508,0.975873015873016,0.9888888888888889
ionosphere,rnd,0.05,10,0.8907936507936508,0.9679365079365081,0.9892063492063492
ionosphere,rnd,0.01,1,0.9095238095238096,0.9415873015873016,0.9774603174603176
ionosphere,rnd,0.01,2,0.9095238095238096,0.9469841269841272,0.9828571428571429
ionosphere,rnd,0.005,1,0.9371428571428572,0.946031746031746,0.974920634920635
ionosphere,best,0.05,1,0.8907936507936508,0.9104761904761904,0.9580952380952381
ionosphere,best,0.05,2,0.8907936507936508,0.9453968253968256,0.9777777777777779
ionosphere,best,0.05,3,0.8907936507936508,0.9542857142857144,0.9834920634920635
ionosphere,best,0.05,4,0.8907936507936508,0.9571428571428571,0.9866666666666667
ionosphere,best,0.05,5,0.8907936507936508,0.9673015873015874,0.9885714285714287
ionosphere,best,0.05,6,0.8907936507936508,0.9765079365079365,0.9885714285714287
ionosphere,best,0.05,7,0.8907936507936508,0.9771428571428572,0.9904761904761905
ionosphere,best,0.05,8,0.8907936507936508,0.9730158730158731,0.9892063492063492
ionosphere,best,0.05,9,0.8907936507936508,0.975873015873016,0.9888888888888889
ionosphere,best,0.05,10,0.8907936507936508,0.9780952380952381,0.9892063492063492
ionosphere,best,0.01,1,0.9095238095238096,0.9342857142857144,0.9768253968253969
ionosphere,best,0.01,2,0.9095238095238096,0.966031746031746,0.9841269841269842
ionosphere,best,0.005,1,0.9371428571428572,0.9330158730158729,0.9787301587301588
iris,rnd,0.05,1,0.8877777777777778,0.8766666666666667,0.9155555555555555
iris,rnd,0.05,2,0.8877777777777778,0.9111111111111111,0.943888888888889
iris,rnd,0.05,3,0.8877777777777778,0.9444444444444444,0.9616666666666666
iris,rnd,0.05,4,0.8877777777777778,0.9533333333333334,0.9672222222222222
iris,rnd,0.05,5,0.8877777777777778,0.9600000000000002,0.9738888888888889
iris,rnd,0.01,1,0.9394444444444445,0.8538888888888888,0.89
iris,rnd,0.005,1,0.9466666666666667,0.8883333333333333,0.9244444444444445
iris,best,0.05,1,0.8877777777777778,0.8983333333333334,0.9383333333333335
iris,best,0.05,2,0.8877777777777778,0.9083333333333332,0.9377777777777778
iris,best,0.05,3,0.8877777777777778,0.9227777777777778,0.9505555555555555
iris,best,0.05,4,0.8877777777777778,0.9438888888888888,0.9700000000000001
iris,best,0.05,5,0.8877777777777778,0.9555555555555555,0.9788888888888888
iris,best,0.01,1,0.9394444444444445,0.8655555555555555,0.9099999999999999
iris,best,0.005,1,0.9466666666666667,0.8988888888888888,0.9349999999999999
magic-telescope,rnd,0.05,1,0.9240777780664005,0.6980469618123202,0.6849706903568243
magic-telescope,rnd,0.05,2,0.9240777780664005,0.7456475684974009,0.7166095915121814
magic-telescope,rnd,0.05,3,0.9240777780664005,0.7850176637140556,0.7411996750107512
magic-telescope,rnd,0.05,4,0.9240777780664005,0.7913864861042562,0.7490645735742756
magic-telescope,rnd,0.05,5,0.9240777780664005,0.8065887529475602,0.7550247061098556
magic-telescope,rnd,0.05,6,0.9240777780664005,0.8361738865654754,0.7635728469462266
magic-telescope,rnd,0.05,7,0.9240777780664005,0.8378830385051652,0.7731680390679794
magic-telescope,rnd,0.05,8,0.9240777780664005,0.845819010427941,0.7797638632736172
magic-telescope,rnd,0.05,9,0.9240777780664005,0.8376806417816105,0.7701267486932604
magic-telescope,rnd,0.05,10,0.9240777780664005,0.8416686148704228,0.7809244154667174
magic-telescope,rnd,0.01,1,0.9425382353026066,0.7152257174440722,0.6755012656108845
magic-telescope,rnd,0.01,2,0.9425382353026066,0.789219217659096,0.7309521954091662
magic-telescope,rnd,0.01,3,0.9425382353026066,0.7969924063346927,0.7459928334964051
magic-telescope,rnd,0.01,4,0.9425382353026066,0.8159819812799265,0.7611790096197972
magic-telescope,rnd,0.01,5,0.9425382353026066,0.8213963281410095,0.7637862834910657
magic-telescope,rnd,0.01,6,0.9425382353026066,0.8461944365073182,0.7879526687505232
magic-telescope,rnd,0.01,7,0.9425382353026066,0.84233858049545,0.7923015646240832
magic-telescope,rnd,0.01,8,0.9425382353026066,0.8499347712520166,0.8032046508674557
magic-telescope,rnd,0.01,9,0.9425382353026066,0.8539572347628818,0.8028681888632014
magic-telescope,rnd,0.01,10,0.9425382353026066,0.85873964205003,0.8097332259656597
magic-telescope,rnd,0.005,1,0.943857818646763,0.7133487313585762,0.6764892935380246
magic-telescope,rnd,0.005,2,0.943857818646763,0.7782854652454881,0.7371564306598204
magic-telescope,rnd,0.005,3,0.943857818646763,0.8110549018249618,0.7588143953497097
magic-telescope,rnd,0.005,4,0.943857818646763,0.8380135681568263,0.7874317767906879
magic-telescope,rnd,0.005,5,0.943857818646763,0.8531765101465336,0.805238070499
magic-telescope,rnd,0.005,6,0.943857818646763,0.8535060452040997,0.8093195573681067
magic-telescope,rnd,0.005,7,0.943857818646763,0.8667628502076641,0.8237328738458697
magic-telescope,rnd,0.005,8,0.943857818646763,0.8675305867989712,0.8273685106775996
magic-telescope,rnd,0.005,9,0.943857818646763,0.8733829908824065,0.8355128682465878
magic-telescope,rnd,0.005,10,0.943857818646763,0.8821040889189057,0.8461274760226626
magic-telescope,best,0.05,1,0.9240777780664005,0.7508626934854953,0.7505416006442062
magic-telescope,best,0.05,2,0.9240777780664005,0.7583801623791754,0.7461901793213325
magic-telescope,best,0.05,3,0.9240777780664005,0.7661819247098618,0.7528735283846072
magic-telescope,best,0.05,4,0.9240777780664005,0.7635841032345956,0.7397857841736585
magic-telescope,best,0.05,5,0.9240777780664005,0.763096475050004,0.7401957728307833
magic-telescope,best,0.05,6,0.9240777780664005,0.7651922372017445,0.7375775312939247
magic-telescope,best,0.05,7,0.9240777780664005,0.7592540399973446,0.7439099150583163
magic-telescope,best,0.05,8,0.9240777780664005,0.7560176406242334,0.7464849353340665
magic-telescope,best,0.05,9,0.9240777780664005,0.7544668704343486,0.7496300577534181
magic-telescope,best,0.05,10,0.9240777780664005,0.7543096431756589,0.7493546394668559
magic-telescope,best,0.01,1,0.9425382353026066,0.7789039838602142,0.7702521552905999
magic-telescope,best,0.01,2,0.9425382353026066,0.7803734345822042,0.7700273903016974
magic-telescope,best,0.01,3,0.9425382353026066,0.7842483396974655,0.7763633818508225
magic-telescope,best,0.01,4,0.9425382353026066,0.7824987084130652,0.7726990270526131
magic-telescope,best,0.01,5,0.9425382353026066,0.7801995393580452,0.7795265431938421
magic-telescope,best,0.01,6,0.9425382353026066,0.7789671922487467,0.778813861397569
magic-telescope,best,0.01,7,0.9425382353026066,0.7803549627243682,0.7784426203484831
magic-telescope,best,0.01,8,0.9425382353026066,0.7811215448245606,0.7759896875081175
magic-telescope,best,0.01,9,0.9425382353026066,0.7833914186675442,0.778942298534085
magic-telescope,best,0.01,10,0.9425382353026066,0.7937405656429217,0.7904271761435956
magic-telescope,best,0.005,1,0.943857818646763,0.7885368412545855,0.7774216172688783
magic-telescope,best,0.005,2,0.943857818646763,0.7907904800662677,0.775677469817273
magic-telescope,best,0.005,3,0.943857818646763,0.7886056056316078,0.7806972693398908
magic-telescope,best,0.005,4,0.943857818646763,0.7857902347369058,0.7796397554787818
magic-telescope,best,0.005,5,0.943857818646763,0.7890671856104227,0.7829820794116713
magic-telescope,best,0.005,6,0.943857818646763,0.7907535363505959,0.7890201400974968
magic-telescope,best,0.005,7,0.943857818646763,0.79379258989878,0.779627849789161
magic-telescope,best,0.005,8,0.943857818646763,0.7950693127603016,0.7806961148487761
magic-telescope,best,0.005,9,0.943857818646763,0.7912852516646318,0.778075564329688
magic-telescope,best,0.005,10,0.943857818646763,0.7935396841889556,0.7910954821876451
