dataset,prname,k,auc,anom_ratio
glass,px_κ,1,0.7272556390977443,0.005
glass,px_δ,1,0.5180451127819549,0.005
glass,px_γ,1,0.7272556390977443,0.005
glass,px_κ,3,0.681390977443609,0.005
glass,px_δ,3,0.49718045112781956,0.005
glass,px_γ,3,0.7058270676691729,0.005
glass,px_κ,5,0.6390977443609022,0.005
glass,px_δ,5,0.4956766917293233,0.005
glass,px_γ,5,0.6823308270676692,0.005
glass,px_κ,9,0.5537593984962406,0.005
glass,px_δ,9,0.5050751879699249,0.005
glass,px_γ,9,0.6360902255639098,0.005
glass,px_κ,15,0.544548872180451,0.005
glass,px_δ,15,0.5225563909774436,0.005
glass,px_γ,15,0.5845864661654134,0.005
glass,px_κ,21,0.5016917293233082,0.005
glass,px_δ,21,0.5171052631578947,0.005
glass,px_γ,21,0.5565789473684211,0.005
glass,px_κ,29,0.49906015037593987,0.005
glass,px_δ,29,0.5037593984962406,0.005
glass,px_γ,29,0.537593984962406,0.005
glass,px_κ,39,0.525,0.005
glass,px_δ,39,0.4883458646616542,0.005
glass,px_γ,39,0.530451127819549,0.005
haberman,px_κ,1,0.875,0.05
haberman,px_δ,1,0.8341836734693878,0.05
haberman,px_γ,1,0.875,0.05
haberman,px_κ,3,0.9209183673469388,0.05
haberman,px_δ,3,0.7474489795918368,0.05
haberman,px_γ,3,0.9183673469387754,0.05
haberman,px_κ,5,0.9183673469387754,0.05
haberman,px_δ,5,0.7270408163265307,0.05
haberman,px_γ,5,0.9158163265306122,0.05
haberman,px_κ,9,0.9438775510204082,0.05
haberman,px_δ,9,0.7270408163265306,0.05
haberman,px_γ,9,0.9260204081632653,0.05
haberman,px_κ,15,0.9489795918367347,0.05
haberman,px_δ,15,0.7168367346938774,0.05
haberman,px_γ,15,0.9413265306122449,0.05
haberman,px_κ,21,0.9489795918367347,0.05
haberman,px_δ,21,0.7015306122448981,0.05
haberman,px_γ,21,0.9464285714285714,0.05
haberman,px_κ,29,0.9438775510204083,0.05
haberman,px_δ,29,0.6326530612244898,0.05
haberman,px_γ,29,0.9464285714285714,0.05
haberman,px_κ,39,0.9387755102040816,0.05
haberman,px_δ,39,0.7602040816326531,0.05
haberman,px_γ,39,0.9464285714285714,0.05
haberman,px_κ,1,0.925,0.01
haberman,px_δ,1,0.8160714285714287,0.01
haberman,px_γ,1,0.925,0.01
haberman,px_κ,3,0.9553571428571427,0.01
haberman,px_δ,3,0.8178571428571428,0.01
haberman,px_γ,3,0.9464285714285715,0.01
haberman,px_κ,5,0.955357142857143,0.01
haberman,px_δ,5,0.7625000000000001,0.01
haberman,px_γ,5,0.9571428571428571,0.01
haberman,px_κ,9,0.9607142857142856,0.01
haberman,px_δ,9,0.7714285714285712,0.01
haberman,px_γ,9,0.9589285714285714,0.01
haberman,px_κ,15,0.9660714285714287,0.01
haberman,px_δ,15,0.6803571428571428,0.01
haberman,px_γ,15,0.9589285714285714,0.01
haberman,px_κ,21,0.9607142857142857,0.01
haberman,px_δ,21,0.46785714285714286,0.01
haberman,px_γ,21,0.9607142857142857,0.01
haberman,px_κ,29,0.9589285714285716,0.01
haberman,px_δ,29,0.5285714285714286,0.01
haberman,px_γ,29,0.9607142857142857,0.01
haberman,px_κ,39,0.9553571428571429,0.01
haberman,px_δ,39,0.7017857142857143,0.01
haberman,px_γ,39,0.9607142857142857,0.01
haberman,px_κ,1,0.9071428571428573,0.005
haberman,px_δ,1,0.7071428571428571,0.005
haberman,px_γ,1,0.9071428571428573,0.005
haberman,px_κ,3,0.9464285714285714,0.005
haberman,px_δ,3,0.6892857142857143,0.005
haberman,px_γ,3,0.9410714285714287,0.005
haberman,px_κ,5,0.9428571428571428,0.005
haberman,px_δ,5,0.6892857142857143,0.005
haberman,px_γ,5,0.9428571428571428,0.005
haberman,px_κ,9,0.9375000000000002,0.005
haberman,px_δ,9,0.6535714285714285,0.005
haberman,px_γ,9,0.9392857142857144,0.005
haberman,px_κ,15,0.9339285714285716,0.005
haberman,px_δ,15,0.6392857142857142,0.005
haberman,px_γ,15,0.9392857142857143,0.005
haberman,px_κ,21,0.9267857142857144,0.005
haberman,px_δ,21,0.5892857142857142,0.005
haberman,px_γ,21,0.9357142857142857,0.005
haberman,px_κ,29,0.9285714285714286,0.005
haberman,px_δ,29,0.6660714285714286,0.005
haberman,px_γ,29,0.9357142857142857,0.005
haberman,px_κ,39,0.9267857142857144,0.005
haberman,px_δ,39,0.7517857142857142,0.005
haberman,px_γ,39,0.9321428571428572,0.005
ionosphere,px_κ,1,0.8392857142857144,0.05
ionosphere,px_δ,1,0.742063492063492,0.05
ionosphere,px_γ,1,0.8392857142857144,0.05
ionosphere,px_κ,3,0.8954081632653061,0.05
ionosphere,px_δ,3,0.7185374149659863,0.05
ionosphere,px_γ,3,0.8619614512471656,0.05
ionosphere,px_κ,5,0.9155328798185941,0.05
ionosphere,px_δ,5,0.7071995464852607,0.05
ionosphere,px_γ,5,0.8840702947845804,0.05
ionosphere,px_κ,9,0.9359410430839002,0.05
ionosphere,px_δ,9,0.7046485260770975,0.05
ionosphere,px_γ,9,0.9158163265306122,0.05
ionosphere,px_κ,15,0.905328798185941,0.05
ionosphere,px_δ,15,0.703514739229025,0.05
ionosphere,px_γ,15,0.9220521541950113,0.05
ionosphere,px_κ,21,0.8846371882086167,0.05
ionosphere,px_δ,21,0.7097505668934241,0.05
ionosphere,px_γ,21,0.9163832199546486,0.05
ionosphere,px_κ,29,0.8526077097505669,0.05
ionosphere,px_δ,29,0.7253401360544218,0.05
ionosphere,px_γ,29,0.8999433106575966,0.05
ionosphere,px_κ,39,0.8344671201814059,0.05
ionosphere,px_δ,39,0.7378117913832201,0.05
ionosphere,px_γ,39,0.8917233560090703,0.05
ionosphere,px_κ,1,0.8936507936507937,0.01
ionosphere,px_δ,1,0.7075396825396825,0.01
ionosphere,px_γ,1,0.8936507936507937,0.01
ionosphere,px_κ,3,0.9208333333333334,0.01
ionosphere,px_δ,3,0.6912698412698413,0.01
ionosphere,px_γ,3,0.9097222222222223,0.01
ionosphere,px_κ,5,0.9482142857142858,0.01
ionosphere,px_δ,5,0.690674603174603,0.01
ionosphere,px_γ,5,0.927579365079365,0.01
ionosphere,px_κ,9,0.9359126984126984,0.01
ionosphere,px_δ,9,0.6906746031746032,0.01
ionosphere,px_γ,9,0.9376984126984128,0.01
ionosphere,px_κ,15,0.9007936507936508,0.01
ionosphere,px_δ,15,0.6942460317460317,0.01
ionosphere,px_γ,15,0.9347222222222221,0.01
ionosphere,px_κ,21,0.8640873015873016,0.01
ionosphere,px_δ,21,0.7023809523809523,0.01
ionosphere,px_γ,21,0.922420634920635,0.01
ionosphere,px_κ,29,0.8255952380952379,0.01
ionosphere,px_δ,29,0.7126984126984126,0.01
ionosphere,px_γ,29,0.9059523809523811,0.01
ionosphere,px_κ,39,0.8113095238095239,0.01
ionosphere,px_δ,39,0.7202380952380951,0.01
ionosphere,px_γ,39,0.8884920634920637,0.01
ionosphere,px_κ,1,0.8976190476190474,0.005
ionosphere,px_δ,1,0.6726190476190477,0.005
ionosphere,px_γ,1,0.8976190476190474,0.005
ionosphere,px_κ,3,0.9305555555555556,0.005
ionosphere,px_δ,3,0.6640873015873016,0.005
ionosphere,px_γ,3,0.9194444444444445,0.005
ionosphere,px_κ,5,0.9632936507936506,0.005
ionosphere,px_δ,5,0.6579365079365079,0.005
ionosphere,px_γ,5,0.9371031746031745,0.005
ionosphere,px_κ,9,0.9521825396825397,0.005
ionosphere,px_δ,9,0.6575396825396824,0.005
ionosphere,px_γ,9,0.9509920634920632,0.005
ionosphere,px_κ,15,0.9126984126984127,0.005
ionosphere,px_δ,15,0.6634920634920636,0.005
ionosphere,px_γ,15,0.9470238095238093,0.005
ionosphere,px_κ,21,0.8722222222222221,0.005
ionosphere,px_δ,21,0.6755952380952381,0.005
ionosphere,px_γ,21,0.9367063492063492,0.005
ionosphere,px_κ,29,0.8406746031746032,0.005
ionosphere,px_δ,29,0.690873015873016,0.005
ionosphere,px_γ,29,0.9186507936507937,0.005
ionosphere,px_κ,39,0.8146825396825396,0.005
ionosphere,px_δ,39,0.7069444444444444,0.005
ionosphere,px_γ,39,0.8970238095238094,0.005
iris,px_κ,1,0.7812987012987013,0.05
iris,px_δ,1,0.32415584415584414,0.05
iris,px_γ,1,0.7812987012987013,0.05
iris,px_κ,3,0.8509090909090908,0.05
iris,px_δ,3,0.33922077922077926,0.05
iris,px_γ,3,0.8446753246753246,0.05
iris,px_κ,5,0.8472727272727273,0.05
iris,px_δ,5,0.32987012987012987,0.05
iris,px_γ,5,0.8529870129870131,0.05
iris,px_κ,9,0.8337662337662338,0.05
iris,px_δ,9,0.33766233766233766,0.05
iris,px_γ,9,0.8503896103896105,0.05
iris,px_κ,15,0.8114285714285715,0.05
iris,px_δ,15,0.3433766233766234,0.05
iris,px_γ,15,0.8394805194805194,0.05
iris,px_κ,21,0.8067532467532467,0.05
iris,px_δ,21,0.36103896103896105,0.05
iris,px_γ,21,0.8296103896103897,0.05
iris,px_κ,29,0.7444155844155844,0.05
iris,px_δ,29,0.3392207792207792,0.05
iris,px_γ,29,0.8218181818181819,0.05
iris,px_κ,39,0.33974025974025973,0.05
iris,px_δ,39,0.28051948051948056,0.05
iris,px_γ,39,0.7864935064935065,0.05
iris,px_κ,1,0.9210909090909091,0.01
iris,px_δ,1,0.30981818181818177,0.01
iris,px_γ,1,0.9210909090909091,0.01
iris,px_κ,3,0.9181818181818182,0.01
iris,px_δ,3,0.29927272727272725,0.01
iris,px_γ,3,0.932,0.01
iris,px_κ,5,0.9145454545454547,0.01
iris,px_δ,5,0.2792727272727273,0.01
iris,px_γ,5,0.9269090909090909,0.01
iris,px_κ,9,0.8923636363636364,0.01
iris,px_δ,9,0.30072727272727273,0.01
iris,px_γ,9,0.9167272727272728,0.01
iris,px_κ,15,0.9014545454545454,0.01
iris,px_δ,15,0.33272727272727265,0.01
iris,px_γ,15,0.9105454545454545,0.01
iris,px_κ,21,0.866909090909091,0.01
iris,px_δ,21,0.35163636363636364,0.01
iris,px_γ,21,0.9039999999999999,0.01
iris,px_κ,29,0.7912727272727273,0.01
iris,px_δ,29,0.3549090909090909,0.01
iris,px_γ,29,0.889090909090909,0.01
iris,px_κ,39,0.19345454545454546,0.01
iris,px_δ,39,0.2672727272727272,0.01
iris,px_γ,39,0.8356363636363637,0.01
iris,px_κ,1,0.8854545454545454,0.005
iris,px_δ,1,0.36436363636363633,0.005
iris,px_γ,1,0.8854545454545454,0.005
iris,px_κ,3,0.9029090909090909,0.005
iris,px_δ,3,0.3658181818181817,0.005
iris,px_γ,3,0.9116363636363637,0.005
iris,px_κ,5,0.8920000000000001,0.005
iris,px_δ,5,0.36872727272727274,0.005
iris,px_γ,5,0.9061818181818182,0.005
iris,px_κ,9,0.884,0.005
iris,px_δ,9,0.3814545454545455,0.005
iris,px_γ,9,0.8992727272727272,0.005
iris,px_κ,15,0.8647272727272728,0.005
iris,px_δ,15,0.4247272727272728,0.005
iris,px_γ,15,0.892,0.005
iris,px_κ,21,0.8400000000000001,0.005
iris,px_δ,21,0.44400000000000006,0.005
iris,px_γ,21,0.8814545454545455,0.005
iris,px_κ,29,0.8083636363636364,0.005
iris,px_δ,29,0.4458181818181819,0.005
iris,px_γ,29,0.8672727272727272,0.005
iris,px_κ,39,0.24072727272727273,0.005
iris,px_δ,39,0.27454545454545454,0.005
iris,px_γ,39,0.8167272727272726,0.005
magic-telescope,px_κ,1,0.9109718953215544,0.05
magic-telescope,px_δ,1,0.6471346075627619,0.05
magic-telescope,px_γ,1,0.9109718953215544,0.05
magic-telescope,px_κ,3,0.9320117569387764,0.05
magic-telescope,px_δ,3,0.6265099972527802,0.05
magic-telescope,px_γ,3,0.931530861469233,0.05
magic-telescope,px_κ,5,0.9314778576860965,0.05
magic-telescope,px_δ,5,0.6187340848385284,0.05
magic-telescope,px_γ,5,0.9332572798352886,0.05
magic-telescope,px_κ,9,0.9290103764641552,0.05
magic-telescope,px_δ,9,0.6112321353158201,0.05
magic-telescope,px_γ,9,0.9329183988606632,0.05
magic-telescope,px_κ,15,0.9255276384695784,0.05
magic-telescope,px_δ,15,0.6053980227674681,0.05
magic-telescope,px_γ,15,0.9310346853324474,0.05
magic-telescope,px_κ,21,0.9229392980609331,0.05
magic-telescope,px_δ,21,0.6012488760623694,0.05
magic-telescope,px_γ,21,0.9292672104868019,0.05
magic-telescope,px_κ,29,0.9195464618753624,0.05
magic-telescope,px_δ,29,0.5976710216898345,0.05
magic-telescope,px_γ,29,0.9271210523237771,0.05
magic-telescope,px_κ,39,0.9159752412266201,0.05
magic-telescope,px_δ,39,0.5943956123164684,0.05
magic-telescope,px_γ,39,0.9247481594221785,0.05
magic-telescope,px_κ,1,0.9369138081917839,0.01
magic-telescope,px_δ,1,0.6474968649879452,0.01
magic-telescope,px_γ,1,0.9369138081917839,0.01
magic-telescope,px_κ,3,0.9443314731183692,0.01
magic-telescope,px_δ,3,0.6228677990598198,0.01
magic-telescope,px_γ,3,0.9459441214712057,0.01
magic-telescope,px_κ,5,0.9425444007344754,0.01
magic-telescope,px_δ,5,0.6154179985269833,0.01
magic-telescope,px_γ,5,0.9458580645817107,0.01
magic-telescope,px_κ,9,0.938979011822022,0.01
magic-telescope,px_δ,9,0.6082959072498483,0.01
magic-telescope,px_γ,9,0.9440680119726507,0.01
magic-telescope,px_κ,15,0.9351903370472948,0.01
magic-telescope,px_δ,15,0.6031798540475154,0.01
magic-telescope,px_γ,15,0.9414674074258897,0.01
magic-telescope,px_κ,21,0.9320334007002838,0.01
magic-telescope,px_δ,21,0.5994241003647425,0.01
magic-telescope,px_γ,21,0.9393009454475558,0.01
magic-telescope,px_κ,29,0.9281504676412233,0.01
magic-telescope,px_δ,29,0.5961464533472319,0.01
magic-telescope,px_γ,29,0.9367811766206191,0.01
magic-telescope,px_κ,39,0.9243262149846647,0.01
magic-telescope,px_δ,39,0.5938652180462106,0.01
magic-telescope,px_γ,39,0.9340648053427817,0.01
magic-telescope,px_κ,1,0.9427611947884407,0.005
magic-telescope,px_δ,1,0.6455858013756164,0.005
magic-telescope,px_γ,1,0.9427611947884407,0.005
magic-telescope,px_κ,3,0.9465556913983771,0.005
magic-telescope,px_δ,3,0.6243002015463903,0.005
magic-telescope,px_γ,3,0.9489508452288214,0.005
magic-telescope,px_κ,5,0.9443169647353887,0.005
magic-telescope,px_δ,5,0.6175475195747657,0.005
magic-telescope,px_γ,5,0.9482684198707556,0.005
magic-telescope,px_κ,9,0.9408291309848238,0.005
magic-telescope,px_δ,9,0.611331601568384,0.005
magic-telescope,px_γ,9,0.946209014973206,0.005
magic-telescope,px_κ,15,0.9365955709695575,0.005
magic-telescope,px_δ,15,0.6054296006128637,0.005
magic-telescope,px_γ,15,0.9433751904802834,0.005
magic-telescope,px_κ,21,0.9333207193570481,0.005
magic-telescope,px_δ,21,0.601682856913152,0.005
magic-telescope,px_γ,21,0.9410253637953936,0.005
magic-telescope,px_κ,29,0.9294880573829651,0.005
magic-telescope,px_δ,29,0.5984970886203451,0.005
magic-telescope,px_γ,29,0.9383974982742421,0.005
magic-telescope,px_κ,39,0.9257189735457658,0.005
magic-telescope,px_δ,39,0.5958126219235528,0.005
magic-telescope,px_γ,39,0.9356145917368754,0.005
musk-2,px_κ,1,0.494599128074881,0.05
musk-2,px_δ,1,0.42037788696622275,0.05
musk-2,px_γ,1,0.494599128074881,0.05
musk-2,px_κ,3,0.6091963572202838,0.05
musk-2,px_δ,3,0.44338183515709684,0.05
musk-2,px_γ,3,0.5402517664000254,0.05
musk-2,px_κ,5,0.619421301241425,0.05
musk-2,px_δ,5,0.4524397287695728,0.05
musk-2,px_γ,5,0.5607388418112623,0.05
musk-2,px_κ,9,0.6280175176244394,0.05
musk-2,px_δ,9,0.46385308615601284,0.05
musk-2,px_γ,9,0.5876197710207537,0.05
musk-2,px_κ,15,0.6192947059428581,0.05
musk-2,px_δ,15,0.47570319732250943,0.05
musk-2,px_γ,15,0.604689960201603,0.05
musk-2,px_κ,21,0.6130788767832135,0.05
musk-2,px_δ,21,0.49041436223662244,0.05
musk-2,px_γ,21,0.60970115597332,0.05
musk-2,px_κ,29,0.6093644916011932,0.05
musk-2,px_δ,29,0.5013482399297395,0.05
musk-2,px_γ,29,0.6121404891325848,0.05
musk-2,px_κ,39,0.6016314969102834,0.05
musk-2,px_δ,39,0.5093126666508422,0.05
musk-2,px_γ,39,0.6127560587718673,0.05
musk-2,px_κ,1,0.7941617413183317,0.01
musk-2,px_δ,1,0.43338270549977453,0.01
musk-2,px_γ,1,0.7941617413183317,0.01
musk-2,px_κ,3,0.8808155902110186,0.01
musk-2,px_δ,3,0.4262394075340027,0.01
musk-2,px_γ,3,0.8542075529920007,0.01
musk-2,px_κ,5,0.8875729307602841,0.01
musk-2,px_δ,5,0.4342920553537943,0.01
musk-2,px_γ,5,0.8791564005791734,0.01
musk-2,px_κ,9,0.8614040209831708,0.01
musk-2,px_δ,9,0.4622136770395689,0.01
musk-2,px_γ,9,0.8903453677989036,0.01
musk-2,px_κ,15,0.8072667283818747,0.01
musk-2,px_δ,15,0.5002900614778418,0.01
musk-2,px_γ,15,0.8771226471076934,0.01
musk-2,px_κ,21,0.7754758005174586,0.01
musk-2,px_δ,21,0.5253891618600014,0.01
musk-2,px_γ,21,0.8585083908946334,0.01
musk-2,px_κ,29,0.7367528305917542,0.01
musk-2,px_δ,29,0.5522799022051318,0.01
musk-2,px_γ,29,0.8345389161860004,0.01
musk-2,px_κ,39,0.713008141660139,0.01
musk-2,px_δ,39,0.570823898027487,0.01
musk-2,px_γ,39,0.8090208644876453,0.01
musk-2,px_κ,1,0.8694357805786985,0.005
musk-2,px_δ,1,0.4355152033041373,0.005
musk-2,px_γ,1,0.8694357805786985,0.005
musk-2,px_κ,3,0.9322661349664132,0.005
musk-2,px_δ,3,0.4278601438439079,0.005
musk-2,px_γ,3,0.9234579505803604,0.005
musk-2,px_κ,5,0.9195015310118924,0.005
musk-2,px_δ,5,0.44551639013506145,0.005
musk-2,px_γ,5,0.9345082959481594,0.005
musk-2,px_κ,9,0.8760639939234262,0.005
musk-2,px_δ,9,0.4955455861757933,0.005
musk-2,px_γ,9,0.9269007097248932,0.005
musk-2,px_κ,15,0.8187130005459429,0.005
musk-2,px_δ,15,0.5453920102542192,0.005
musk-2,px_γ,15,0.9030971539794445,0.005
musk-2,px_κ,21,0.7920833630041069,0.005
musk-2,px_δ,21,0.5644083647843527,0.005
musk-2,px_γ,21,0.8824959054333122,0.005
musk-2,px_κ,29,0.7526067554416199,0.005
musk-2,px_δ,29,0.5913366089866837,0.005
musk-2,px_γ,29,0.8566937264117358,0.005
musk-2,px_κ,39,0.7309254907545873,0.005
musk-2,px_δ,39,0.6060737259370029,0.005
musk-2,px_γ,39,0.8312293194711483,0.005
ionosphere,px_κ,1,0.8392857142857144,0.05
ionosphere,px_δ,1,0.742063492063492,0.05
ionosphere,px_γ,1,0.8392857142857144,0.05
ionosphere,px_κ,3,0.8954081632653061,0.05
ionosphere,px_δ,3,0.7185374149659863,0.05
ionosphere,px_γ,3,0.8619614512471656,0.05
ionosphere,px_κ,5,0.9155328798185941,0.05
ionosphere,px_δ,5,0.7071995464852607,0.05
ionosphere,px_γ,5,0.8840702947845804,0.05
ionosphere,px_κ,9,0.9359410430839002,0.05
ionosphere,px_δ,9,0.7046485260770975,0.05
ionosphere,px_γ,9,0.9158163265306122,0.05
ionosphere,px_κ,15,0.905328798185941,0.05
ionosphere,px_δ,15,0.703514739229025,0.05
ionosphere,px_γ,15,0.9220521541950113,0.05
ionosphere,px_κ,21,0.8846371882086167,0.05
ionosphere,px_δ,21,0.7097505668934241,0.05
ionosphere,px_γ,21,0.9163832199546486,0.05
ionosphere,px_κ,29,0.8526077097505669,0.05
ionosphere,px_δ,29,0.7253401360544218,0.05
ionosphere,px_γ,29,0.8999433106575966,0.05
ionosphere,px_κ,39,0.8344671201814059,0.05
ionosphere,px_δ,39,0.7378117913832201,0.05
ionosphere,px_γ,39,0.8917233560090703,0.05
ionosphere,px_κ,1,0.8936507936507937,0.01
ionosphere,px_δ,1,0.7075396825396825,0.01
ionosphere,px_γ,1,0.8936507936507937,0.01
ionosphere,px_κ,3,0.9208333333333334,0.01
ionosphere,px_δ,3,0.6912698412698413,0.01
ionosphere,px_γ,3,0.9097222222222223,0.01
ionosphere,px_κ,5,0.9482142857142858,0.01
ionosphere,px_δ,5,0.690674603174603,0.01
ionosphere,px_γ,5,0.927579365079365,0.01
ionosphere,px_κ,9,0.9359126984126984,0.01
ionosphere,px_δ,9,0.6906746031746032,0.01
ionosphere,px_γ,9,0.9376984126984128,0.01
ionosphere,px_κ,15,0.9007936507936508,0.01
ionosphere,px_δ,15,0.6942460317460317,0.01
ionosphere,px_γ,15,0.9347222222222221,0.01
ionosphere,px_κ,21,0.8640873015873016,0.01
ionosphere,px_δ,21,0.7023809523809523,0.01
ionosphere,px_γ,21,0.922420634920635,0.01
ionosphere,px_κ,29,0.8255952380952379,0.01
ionosphere,px_δ,29,0.7126984126984126,0.01
ionosphere,px_γ,29,0.9059523809523811,0.01
ionosphere,px_κ,39,0.8113095238095239,0.01
ionosphere,px_δ,39,0.7202380952380951,0.01
ionosphere,px_γ,39,0.8884920634920637,0.01
ionosphere,px_κ,1,0.8976190476190474,0.005
ionosphere,px_δ,1,0.6726190476190477,0.005
ionosphere,px_γ,1,0.8976190476190474,0.005
ionosphere,px_κ,3,0.9305555555555556,0.005
ionosphere,px_δ,3,0.6640873015873016,0.005
ionosphere,px_γ,3,0.9194444444444445,0.005
ionosphere,px_κ,5,0.9632936507936506,0.005
ionosphere,px_δ,5,0.6579365079365079,0.005
ionosphere,px_γ,5,0.9371031746031745,0.005
ionosphere,px_κ,9,0.9521825396825397,0.005
ionosphere,px_δ,9,0.6575396825396824,0.005
ionosphere,px_γ,9,0.9509920634920632,0.005
ionosphere,px_κ,15,0.9126984126984127,0.005
ionosphere,px_δ,15,0.6634920634920636,0.005
ionosphere,px_γ,15,0.9470238095238093,0.005
ionosphere,px_κ,21,0.8722222222222221,0.005
ionosphere,px_δ,21,0.6755952380952381,0.005
ionosphere,px_γ,21,0.9367063492063492,0.005
ionosphere,px_κ,29,0.8406746031746032,0.005
ionosphere,px_δ,29,0.690873015873016,0.005
ionosphere,px_γ,29,0.9186507936507937,0.005
ionosphere,px_κ,39,0.8146825396825396,0.005
ionosphere,px_δ,39,0.7069444444444444,0.005
ionosphere,px_γ,39,0.8970238095238094,0.005
page-blocks,px_κ,1,0.7016992743165797,0.05
page-blocks,px_δ,1,0.9414952102145439,0.05
page-blocks,px_γ,1,0.7016992743165797,0.05
page-blocks,px_κ,3,0.7877487664756252,0.05
page-blocks,px_δ,3,0.9410622740829314,0.05
page-blocks,px_γ,3,0.762396232768455,0.05
page-blocks,px_κ,5,0.8171068184004731,0.05
page-blocks,px_δ,5,0.9407410079852664,0.05
page-blocks,px_γ,5,0.7897115820723212,0.05
page-blocks,px_κ,9,0.8615308759053869,0.05
page-blocks,px_δ,9,0.9406997759727318,0.05
page-blocks,px_γ,9,0.8239135364697154,0.05
page-blocks,px_κ,15,0.9057126953366597,0.05
page-blocks,px_δ,15,0.9400091397627786,0.05
page-blocks,px_γ,15,0.8598833134045277,0.05
page-blocks,px_κ,21,0.9320694003490978,0.05
page-blocks,px_δ,21,0.9388202834013661,0.05
page-blocks,px_γ,21,0.8901012245907726,0.05
page-blocks,px_κ,29,0.9476233180774886,0.05
page-blocks,px_δ,29,0.9360336865542408,0.05
page-blocks,px_γ,29,0.9187059332866038,0.05
page-blocks,px_κ,39,0.9500268008081475,0.05
page-blocks,px_δ,39,0.9334326337635206,0.05
page-blocks,px_γ,39,0.9332350637034593,0.05
page-blocks,px_κ,1,0.8050735991423746,0.01
page-blocks,px_δ,1,0.9369201748237334,0.01
page-blocks,px_γ,1,0.8050735991423746,0.01
page-blocks,px_κ,3,0.8952830577660501,0.01
page-blocks,px_δ,3,0.9336247062219106,0.01
page-blocks,px_γ,3,0.8755793097761109,0.01
page-blocks,px_κ,5,0.9330732280542614,0.01
page-blocks,px_δ,5,0.9300447367336,0.01
page-blocks,px_γ,5,0.9076258607182621,0.01
page-blocks,px_κ,9,0.9630262235599719,0.01
page-blocks,px_δ,9,0.9241578361439823,0.01
page-blocks,px_γ,9,0.9451274069187319,0.01
page-blocks,px_κ,15,0.9652800684451407,0.01
page-blocks,px_δ,15,0.9167020574774256,0.01
page-blocks,px_γ,15,0.9598946522079743,0.01
page-blocks,px_κ,21,0.9661608873129097,0.01
page-blocks,px_δ,21,0.9106471364367295,0.01
page-blocks,px_γ,21,0.9630107615552715,0.01
page-blocks,px_κ,29,0.9683812311878943,0.01
page-blocks,px_δ,29,0.9024429967426709,0.01
page-blocks,px_γ,29,0.9653259390590854,0.01
page-blocks,px_κ,39,0.9690244505834332,0.01
page-blocks,px_δ,39,0.8950140188842617,0.01
page-blocks,px_γ,39,0.967387539685812,0.01
page-blocks,px_κ,1,0.832894384199893,0.005
page-blocks,px_δ,1,0.9378638725106173,0.005
page-blocks,px_γ,1,0.832894384199893,0.005
