dataset,prname,k,auc,anom_ratio
statlog-vehicle,px_κ,15,0.7135350318471338,0.01
statlog-vehicle,px_δ,15,0.3609872611464968,0.01
statlog-vehicle,px_γ,15,0.744267515923567,0.01
statlog-vehicle,px_κ,21,0.7006369426751593,0.01
statlog-vehicle,px_δ,21,0.3792993630573248,0.01
statlog-vehicle,px_γ,21,0.7332271762208068,0.01
statlog-vehicle,px_κ,29,0.6990976645435245,0.01
statlog-vehicle,px_δ,29,0.3890658174097664,0.01
statlog-vehicle,px_γ,29,0.7239384288747346,0.01
statlog-vehicle,px_κ,39,0.7075371549893844,0.01
statlog-vehicle,px_δ,39,0.40621019108280254,0.01
statlog-vehicle,px_γ,39,0.7193736730360933,0.01
statlog-vehicle,px_κ,1,0.7795647558386413,0.005
statlog-vehicle,px_δ,1,0.4315817409766455,0.005
statlog-vehicle,px_γ,1,0.7795647558386413,0.005
statlog-vehicle,px_κ,3,0.7693736730360935,0.005
statlog-vehicle,px_δ,3,0.38455414012738853,0.005
statlog-vehicle,px_γ,3,0.7861464968152866,0.005
statlog-vehicle,px_κ,5,0.7576963906581742,0.005
statlog-vehicle,px_δ,5,0.381687898089172,0.005
statlog-vehicle,px_γ,5,0.7818471337579619,0.005
statlog-vehicle,px_κ,9,0.7239915074309979,0.005
statlog-vehicle,px_δ,9,0.3692675159235669,0.005
statlog-vehicle,px_γ,9,0.7668259023354566,0.005
statlog-vehicle,px_κ,15,0.7157643312101911,0.005
statlog-vehicle,px_δ,15,0.3750530785562633,0.005
statlog-vehicle,px_γ,15,0.748407643312102,0.005
statlog-vehicle,px_κ,21,0.7026539278131636,0.005
statlog-vehicle,px_δ,21,0.3975053078556264,0.005
statlog-vehicle,px_γ,21,0.7368895966029724,0.005
statlog-vehicle,px_κ,29,0.7111995753715499,0.005
statlog-vehicle,px_δ,29,0.4131104033970276,0.005
statlog-vehicle,px_γ,29,0.7298301486199577,0.005
statlog-vehicle,px_κ,39,0.7209129511677282,0.005
statlog-vehicle,px_δ,39,0.4276008492569002,0.005
statlog-vehicle,px_γ,39,0.7257430997876858,0.005
synthetic-control-chart,px_κ,1,0.94,0.05
synthetic-control-chart,px_δ,1,0.8013605442176871,0.05
synthetic-control-chart,px_γ,1,0.94,0.05
synthetic-control-chart,px_κ,3,0.968061224489796,0.05
synthetic-control-chart,px_δ,3,0.7930442176870748,0.05
synthetic-control-chart,px_γ,3,0.9663265306122448,0.05
synthetic-control-chart,px_κ,5,0.9701360544217686,0.05
synthetic-control-chart,px_δ,5,0.7793537414965986,0.05
synthetic-control-chart,px_γ,5,0.9709863945578232,0.05
synthetic-control-chart,px_κ,9,0.9686734693877551,0.05
synthetic-control-chart,px_δ,9,0.7738095238095237,0.05
synthetic-control-chart,px_γ,9,0.9710544217687076,0.05
synthetic-control-chart,px_κ,15,0.966156462585034,0.05
synthetic-control-chart,px_δ,15,0.7729251700680274,0.05
synthetic-control-chart,px_γ,15,0.9701700680272108,0.05
synthetic-control-chart,px_κ,21,0.9634353741496599,0.05
synthetic-control-chart,px_δ,21,0.7734693877551021,0.05
synthetic-control-chart,px_γ,21,0.9690136054421769,0.05
synthetic-control-chart,px_κ,29,0.9599319727891156,0.05
synthetic-control-chart,px_δ,29,0.773639455782313,0.05
synthetic-control-chart,px_γ,29,0.9668707482993196,0.05
synthetic-control-chart,px_κ,39,0.9529251700680272,0.05
synthetic-control-chart,px_δ,39,0.7729931972789116,0.05
synthetic-control-chart,px_γ,39,0.9650340136054423,0.05
synthetic-control-chart,px_κ,1,0.9524285714285714,0.01
synthetic-control-chart,px_δ,1,0.7523877551020408,0.01
synthetic-control-chart,px_γ,1,0.9524285714285714,0.01
synthetic-control-chart,px_κ,3,0.9686530612244899,0.01
synthetic-control-chart,px_δ,3,0.752938775510204,0.01
synthetic-control-chart,px_γ,3,0.9690204081632652,0.01
synthetic-control-chart,px_κ,5,0.9671224489795917,0.01
synthetic-control-chart,px_δ,5,0.7552244897959184,0.01
synthetic-control-chart,px_γ,5,0.969265306122449,0.01
synthetic-control-chart,px_κ,9,0.9673265306122449,0.01
synthetic-control-chart,px_δ,9,0.7586122448979591,0.01
synthetic-control-chart,px_γ,9,0.9697142857142858,0.01
synthetic-control-chart,px_κ,15,0.9650612244897958,0.01
synthetic-control-chart,px_δ,15,0.7594489795918369,0.01
synthetic-control-chart,px_γ,15,0.9686326530612245,0.01
synthetic-control-chart,px_κ,21,0.9619591836734693,0.01
synthetic-control-chart,px_δ,21,0.7594285714285716,0.01
synthetic-control-chart,px_γ,21,0.9675306122448978,0.01
synthetic-control-chart,px_κ,29,0.9582857142857144,0.01
synthetic-control-chart,px_δ,29,0.7591836734693878,0.01
synthetic-control-chart,px_γ,29,0.9658163265306122,0.01
synthetic-control-chart,px_κ,39,0.952795918367347,0.01
synthetic-control-chart,px_δ,39,0.7589999999999999,0.01
synthetic-control-chart,px_γ,39,0.9635714285714286,0.01
synthetic-control-chart,px_κ,1,0.9730000000000001,0.005
synthetic-control-chart,px_δ,1,0.734469387755102,0.005
synthetic-control-chart,px_γ,1,0.9730000000000001,0.005
synthetic-control-chart,px_κ,3,0.9783469387755103,0.005
synthetic-control-chart,px_δ,3,0.7472244897959184,0.005
synthetic-control-chart,px_γ,3,0.979795918367347,0.005
synthetic-control-chart,px_κ,5,0.9783469387755103,0.005
synthetic-control-chart,px_δ,5,0.7495306122448979,0.005
synthetic-control-chart,px_γ,5,0.9800408163265304,0.005
synthetic-control-chart,px_κ,9,0.9775306122448979,0.005
synthetic-control-chart,px_δ,9,0.7519387755102039,0.005
synthetic-control-chart,px_γ,9,0.9796326530612246,0.005
synthetic-control-chart,px_κ,15,0.9746326530612244,0.005
synthetic-control-chart,px_δ,15,0.7526530612244897,0.005
synthetic-control-chart,px_γ,15,0.9786530612244899,0.005
synthetic-control-chart,px_κ,21,0.9720816326530611,0.005
synthetic-control-chart,px_δ,21,0.7533265306122449,0.005
synthetic-control-chart,px_γ,21,0.9772040816326528,0.005
synthetic-control-chart,px_κ,29,0.9689387755102041,0.005
synthetic-control-chart,px_δ,29,0.7537755102040816,0.005
synthetic-control-chart,px_γ,29,0.9760408163265307,0.005
synthetic-control-chart,px_κ,39,0.9631632653061226,0.005
synthetic-control-chart,px_δ,39,0.753061224489796,0.005
synthetic-control-chart,px_γ,39,0.9735918367346941,0.005
wall-following-robot,px_κ,1,0.7070089613196138,0.05
wall-following-robot,px_δ,1,0.4984332560122127,0.05
wall-following-robot,px_γ,1,0.7070089613196138,0.05
wall-following-robot,px_κ,3,0.7157963084121414,0.05
wall-following-robot,px_δ,3,0.460333769503757,0.05
wall-following-robot,px_γ,3,0.7238461309700827,0.05
wall-following-robot,px_κ,5,0.7064905132932848,0.05
wall-following-robot,px_δ,5,0.44630841214139855,0.05
wall-following-robot,px_γ,5,0.7217316957116516,0.05
wall-following-robot,px_κ,9,0.6884365272903903,0.05
wall-following-robot,px_δ,9,0.43316679553520093,0.05
wall-following-robot,px_γ,9,0.7145834572453854,0.05
wall-following-robot,px_κ,15,0.6685132040682804,0.05
wall-following-robot,px_δ,15,0.44035319891353913,0.05
wall-following-robot,px_γ,15,0.702226947401812,0.05
wall-following-robot,px_κ,21,0.6613657090743275,0.05
wall-following-robot,px_δ,21,0.4501050774202502,0.05
wall-following-robot,px_γ,21,0.6927952576379389,0.05
wall-following-robot,px_κ,29,0.6417786831618391,0.05
wall-following-robot,px_δ,29,0.462546343107516,0.05
wall-following-robot,px_γ,29,0.6838839984932293,0.05
wall-following-robot,px_κ,39,0.6219096334185849,0.05
wall-following-robot,px_δ,39,0.47369917127619504,0.05
wall-following-robot,px_γ,39,0.6718843553599397,0.05
wall-following-robot,px_κ,1,0.8100835662879915,0.01
wall-following-robot,px_δ,1,0.5029594658894903,0.01
wall-following-robot,px_γ,1,0.8100835662879915,0.01
wall-following-robot,px_κ,3,0.7892574198536846,0.01
wall-following-robot,px_δ,3,0.4714396597870695,0.01
wall-following-robot,px_γ,3,0.808608368524356,0.01
wall-following-robot,px_κ,5,0.7673704871230596,0.01
wall-following-robot,px_δ,5,0.46970290846368884,0.01
wall-following-robot,px_γ,5,0.7987833819068578,0.01
wall-following-robot,px_κ,9,0.7317156367096888,0.01
wall-following-robot,px_δ,9,0.46776066139296973,0.01
wall-following-robot,px_γ,9,0.7794254445964433,0.01
wall-following-robot,px_κ,15,0.7068912448700411,0.01
wall-following-robot,px_δ,15,0.46858918693867835,0.01
wall-following-robot,px_γ,15,0.7582016891690951,0.01
wall-following-robot,px_κ,21,0.6925068399452805,0.01
wall-following-robot,px_δ,21,0.47037649437934936,0.01
wall-following-robot,px_γ,21,0.7443017308035449,0.01
wall-following-robot,px_κ,29,0.6721365907333611,0.01
wall-following-robot,px_δ,29,0.4730913578778326,0.01
wall-following-robot,px_γ,29,0.7297867721406054,0.01
wall-following-robot,px_κ,39,0.6486843513947541,0.01
wall-following-robot,px_δ,39,0.4690447867721407,0.01
wall-following-robot,px_γ,39,0.7143671563670969,0.01
wall-following-robot,px_κ,1,0.8304612502230417,0.005
wall-following-robot,px_δ,1,0.49735026467614346,0.005
wall-following-robot,px_γ,1,0.8304612502230417,0.005
wall-following-robot,px_κ,3,0.7970736929756734,0.005
wall-following-robot,px_δ,3,0.46459465889490276,0.005
wall-following-robot,px_γ,3,0.8210194492357106,0.005
wall-following-robot,px_κ,5,0.7715009219056681,0.005
wall-following-robot,px_δ,5,0.46362427883185625,0.005
wall-following-robot,px_γ,5,0.8077978350086242,0.005
wall-following-robot,px_κ,9,0.7352756795336941,0.005
wall-following-robot,px_δ,9,0.4645328019984536,0.005
wall-following-robot,px_γ,9,0.7859855468982333,0.005
wall-following-robot,px_κ,15,0.7080060072562897,0.005
wall-following-robot,px_δ,15,0.46949533099387375,0.005
wall-following-robot,px_γ,15,0.763618925831202,0.005
wall-following-robot,px_κ,21,0.6949702611074764,0.005
wall-following-robot,px_δ,21,0.4726631178254922,0.005
wall-following-robot,px_γ,21,0.7493775649794803,0.005
wall-following-robot,px_κ,29,0.6709113483613871,0.005
wall-following-robot,px_δ,29,0.4773035746148813,0.005
wall-following-robot,px_γ,29,0.7338770594183072,0.005
wall-following-robot,px_κ,39,0.6474222327960506,0.005
wall-following-robot,px_δ,39,0.4763694760007137,0.005
wall-following-robot,px_γ,39,0.7171041753405103,0.005
waveform-1,px_κ,1,0.6711379072716986,0.05
waveform-1,px_δ,1,0.5319224457619075,0.05
waveform-1,px_γ,1,0.6711379072716986,0.05
waveform-1,px_κ,3,0.7099907759714056,0.05
waveform-1,px_δ,3,0.5161946725872059,0.05
waveform-1,px_γ,3,0.6990459565773494,0.05
waveform-1,px_κ,5,0.72194078656295,0.05
waveform-1,px_δ,5,0.5146635910966674,0.05
waveform-1,px_γ,5,0.7100484261501211,0.05
waveform-1,px_κ,9,0.7277389868048125,0.05
waveform-1,px_δ,9,0.515706321945412,0.05
waveform-1,px_γ,9,0.7191055373667008,0.05
waveform-1,px_κ,15,0.7366995674895896,0.05
waveform-1,px_δ,15,0.5144742169630959,0.05
waveform-1,px_γ,15,0.7262508077728529,0.05
waveform-1,px_κ,21,0.7442343117775293,0.05
waveform-1,px_δ,21,0.5115970708346406,0.05
waveform-1,px_γ,21,0.7313786570994184,0.05
waveform-1,px_κ,29,0.7502768549280177,0.05
waveform-1,px_δ,29,0.5103709990105622,0.05
waveform-1,px_γ,29,0.7366191253797538,0.05
waveform-1,px_κ,39,0.7567269714350068,0.05
waveform-1,px_δ,39,0.5081052129168577,0.05
waveform-1,px_γ,39,0.7419108755051095,0.05
waveform-1,px_κ,1,0.7433671458335009,0.01
waveform-1,px_δ,1,0.5425721766830501,0.01
waveform-1,px_γ,1,0.7433671458335009,0.01
waveform-1,px_κ,3,0.7796457329482838,0.01
waveform-1,px_δ,3,0.511982857786394,0.01
waveform-1,px_γ,3,0.7716707021791768,0.01
waveform-1,px_κ,5,0.7889016032112491,0.01
waveform-1,px_δ,5,0.5075832776942073,0.01
waveform-1,px_γ,5,0.7807069654822907,0.01
waveform-1,px_κ,9,0.7941407978248455,0.01
waveform-1,px_δ,9,0.5051840917683589,0.01
waveform-1,px_γ,9,0.7885476579279722,0.01
waveform-1,px_κ,15,0.8001834080104254,0.01
waveform-1,px_δ,15,0.500277525278933,0.01
waveform-1,px_γ,15,0.7939471334454161,0.01
waveform-1,px_κ,21,0.8041510139727945,0.01
waveform-1,px_δ,21,0.4975682350196681,0.01
waveform-1,px_γ,21,0.7973494324809153,0.01
waveform-1,px_κ,29,0.8080265137194018,0.01
waveform-1,px_δ,29,0.4951209849331929,0.01
waveform-1,px_γ,29,0.8006648540377919,0.01
waveform-1,px_κ,39,0.811518907917917,0.01
waveform-1,px_δ,39,0.49167625268475545,0.01
waveform-1,px_γ,39,0.8037049624737559,0.01
waveform-1,px_κ,1,0.7564888627898932,0.005
waveform-1,px_δ,1,0.5312698591458658,0.005
waveform-1,px_γ,1,0.7564888627898932,0.005
waveform-1,px_κ,3,0.7922132037679085,0.005
waveform-1,px_δ,3,0.5075382301126993,0.005
waveform-1,px_γ,3,0.7832616057853965,0.005
waveform-1,px_κ,5,0.7969251003515321,0.005
waveform-1,px_δ,5,0.5059844907612238,0.005
waveform-1,px_γ,5,0.7911413126543483,0.005
waveform-1,px_κ,9,0.8006958242500787,0.005
waveform-1,px_δ,9,0.5032257286044098,0.005
waveform-1,px_γ,9,0.7972537063702108,0.005
waveform-1,px_κ,15,0.807261911465414,0.005
waveform-1,px_δ,15,0.49926475911610213,0.005
waveform-1,px_γ,15,0.8019963720608466,0.005
waveform-1,px_κ,21,0.8097566223966923,0.005
waveform-1,px_δ,21,0.4965870423849476,0.005
waveform-1,px_γ,21,0.8048979189626186,0.005
waveform-1,px_κ,29,0.8126875306685543,0.005
waveform-1,px_δ,29,0.4951457208819673,0.005
waveform-1,px_γ,29,0.8074026851576264,0.005
waveform-1,px_κ,39,0.8145499666165245,0.005
waveform-1,px_δ,39,0.49231536524739966,0.005
waveform-1,px_γ,39,0.8096606951807133,0.005
waveform-2,px_κ,1,0.6748811467827179,0.05
waveform-2,px_δ,1,0.5294310865852058,0.05
waveform-2,px_γ,1,0.6748811467827179,0.05
waveform-2,px_κ,3,0.706051458817662,0.05
waveform-2,px_δ,3,0.5165254907639051,0.05
waveform-2,px_γ,3,0.6988059709496728,0.05
waveform-2,px_κ,5,0.7201713953220233,0.05
waveform-2,px_δ,5,0.5159871989789216,0.05
waveform-2,px_γ,5,0.7085180150104978,0.05
waveform-2,px_κ,9,0.731611604042484,0.05
waveform-2,px_δ,9,0.5163203633838243,0.05
waveform-2,px_γ,9,0.7192335743915225,0.05
waveform-2,px_κ,15,0.7412777290656113,0.05
waveform-2,px_δ,15,0.5119134764666607,0.05
waveform-2,px_γ,15,0.7282223098147419,0.05
waveform-2,px_κ,21,0.7485801967614006,0.05
waveform-2,px_δ,21,0.5100492305712194,0.05
waveform-2,px_γ,21,0.7340838582181002,0.05
waveform-2,px_κ,29,0.7550547810767979,0.05
waveform-2,px_δ,29,0.508601942945093,0.05
waveform-2,px_γ,29,0.7400788064536025,0.05
waveform-2,px_κ,39,0.7604346823475153,0.05
waveform-2,px_δ,39,0.5056456954086325,0.05
waveform-2,px_γ,39,0.7455086488675092,0.05
waveform-2,px_κ,1,0.7506986397239226,0.01
waveform-2,px_δ,1,0.533297603629548,0.01
waveform-2,px_γ,1,0.7506986397239226,0.01
waveform-2,px_κ,3,0.7820038933981162,0.01
waveform-2,px_δ,3,0.5144389565049513,0.01
waveform-2,px_γ,3,0.775850273100963,0.01
waveform-2,px_κ,5,0.793689718693942,0.01
waveform-2,px_δ,5,0.5113531971716554,0.01
waveform-2,px_γ,5,0.7851061433639283,0.01
waveform-2,px_κ,9,0.7994527925478431,0.01
waveform-2,px_δ,9,0.5096904587613523,0.01
waveform-2,px_γ,9,0.7928869064377823,0.01
waveform-2,px_κ,15,0.8060854456090676,0.01
waveform-2,px_δ,15,0.5052086266118588,0.01
waveform-2,px_γ,15,0.798763202561277,0.01
waveform-2,px_κ,21,0.81008080409933,0.01
waveform-2,px_δ,21,0.5012665610193625,0.01
waveform-2,px_γ,21,0.8025182402484055,0.01
waveform-2,px_κ,29,0.8142615816527637,0.01
waveform-2,px_δ,29,0.49947390860167473,0.01
waveform-2,px_γ,29,0.8059313989687322,0.01
waveform-2,px_κ,39,0.8171755970815605,0.01
waveform-2,px_δ,39,0.4962286727856299,0.01
waveform-2,px_γ,39,0.8091744226267569,0.01
waveform-2,px_κ,1,0.7707180664934479,0.005
waveform-2,px_δ,1,0.5328155542863579,0.005
waveform-2,px_γ,1,0.7707180664934479,0.005
waveform-2,px_κ,3,0.8043587557214451,0.005
waveform-2,px_δ,3,0.5106294192884091,0.005
waveform-2,px_γ,3,0.7968895047179297,0.005
waveform-2,px_κ,5,0.8116528440307933,0.005
waveform-2,px_δ,5,0.5092259055770516,0.005
waveform-2,px_γ,5,0.8056184791614716,0.005
waveform-2,px_κ,9,0.8156833959441089,0.005
waveform-2,px_δ,9,0.5059840885506744,0.005
waveform-2,px_γ,9,0.8119460555211443,0.005
waveform-2,px_κ,15,0.8209587895071312,0.005
waveform-2,px_δ,15,0.5023702267663076,0.005
waveform-2,px_γ,15,0.8165155695703588,0.005
waveform-2,px_κ,21,0.823275522270398,0.005
waveform-2,px_δ,21,0.49958672866071935,0.005
waveform-2,px_γ,21,0.8190004263431823,0.005
waveform-2,px_κ,29,0.8266908931487457,0.005
waveform-2,px_δ,29,0.4981357541045586,0.005
waveform-2,px_γ,29,0.821456323956465,0.005
waveform-2,px_κ,39,0.8283620779805814,0.005
waveform-2,px_δ,39,0.49468941301392455,0.005
waveform-2,px_γ,39,0.8235393723906592,0.005
wine,px_κ,1,0.9371141975308643,0.05
wine,px_δ,1,0.5069444444444444,0.05
wine,px_γ,1,0.9371141975308643,0.05
wine,px_κ,3,0.9749228395061728,0.05
wine,px_δ,3,0.47222222222222227,0.05
wine,px_γ,3,0.9729938271604938,0.05
wine,px_κ,5,0.9768518518518517,0.05
wine,px_δ,5,0.4594907407407407,0.05
wine,px_γ,5,0.9795524691358023,0.05
wine,px_κ,9,0.972608024691358,0.05
wine,px_δ,9,0.472608024691358,0.05
wine,px_γ,9,0.9795524691358025,0.05
wine,px_κ,15,0.9668209876543209,0.05
wine,px_δ,15,0.48341049382716045,0.05
wine,px_γ,15,0.976466049382716,0.05
wine,px_κ,21,0.9591049382716049,0.05
wine,px_δ,21,0.4830246913580247,0.05
wine,px_γ,21,0.9745370370370369,0.05
wine,px_κ,29,0.9309413580246914,0.05
wine,px_δ,29,0.4841820987654321,0.05
wine,px_γ,29,0.9702932098765431,0.05
wine,px_κ,39,0.8020833333333334,0.05
wine,px_δ,39,0.5158179012345679,0.05
wine,px_γ,39,0.9579475308641975,0.05
wine,px_κ,1,0.9416666666666668,0.01
wine,px_δ,1,0.4796296296296296,0.01
wine,px_γ,1,0.9416666666666668,0.01
wine,px_κ,3,0.9668981481481481,0.01
wine,px_δ,3,0.4555555555555556,0.01
wine,px_γ,3,0.9731481481481481,0.01
wine,px_κ,5,0.9645833333333333,0.01
wine,px_δ,5,0.4685185185185185,0.01
wine,px_γ,5,0.9715277777777779,0.01
wine,px_κ,9,0.9618055555555557,0.01
wine,px_δ,9,0.48032407407407407,0.01
wine,px_γ,9,0.9685185185185186,0.01
wine,px_κ,15,0.9576388888888889,0.01
wine,px_δ,15,0.48125,0.01
wine,px_γ,15,0.9662037037037038,0.01
wine,px_κ,21,0.9530092592592592,0.01
wine,px_δ,21,0.48240740740740745,0.01
wine,px_γ,21,0.9652777777777777,0.01
wine,px_κ,29,0.9324074074074072,0.01
wine,px_δ,29,0.48263888888888884,0.01
wine,px_γ,29,0.9615740740740742,0.01
wine,px_κ,39,0.7930555555555556,0.01
wine,px_δ,39,0.49074074074074076,0.01
wine,px_γ,39,0.951851851851852,0.01
wine,px_κ,1,0.9555555555555555,0.005
wine,px_δ,1,0.47037037037037044,0.005
wine,px_γ,1,0.9555555555555555,0.005
wine,px_κ,3,0.9803240740740738,0.005
wine,px_δ,3,0.4287037037037037,0.005
wine,px_γ,3,0.9837962962962962,0.005
wine,px_κ,5,0.9810185185185183,0.005
wine,px_δ,5,0.4481481481481482,0.005
wine,px_γ,5,0.9849537037037036,0.005
wine,px_κ,9,0.9747685185185185,0.005
wine,px_δ,9,0.45949074074074064,0.005
wine,px_γ,9,0.9828703703703703,0.005
wine,px_κ,15,0.9722222222222223,0.005
wine,px_δ,15,0.461574074074074,0.005
wine,px_γ,15,0.9817129629629628,0.005
wine,px_κ,21,0.9631944444444447,0.005
wine,px_δ,21,0.46296296296296297,0.005
wine,px_γ,21,0.9782407407407406,0.005
wine,px_κ,29,0.9342592592592593,0.005
wine,px_δ,29,0.461574074074074,0.005
wine,px_γ,29,0.9752314814814815,0.005
wine,px_κ,39,0.7659722222222223,0.005
wine,px_δ,39,0.47384259259259265,0.005
wine,px_γ,39,0.9648148148148147,0.005
yeast,px_κ,1,0.6902703900709221,0.05
yeast,px_δ,1,0.7441569954867827,0.05
yeast,px_γ,1,0.6902703900709221,0.05
yeast,px_κ,3,0.7105697936814958,0.05
yeast,px_δ,3,0.755016924564797,0.05
yeast,px_γ,3,0.7074669568020632,0.05
yeast,px_κ,5,0.7244721147646679,0.05
yeast,px_δ,5,0.760174887169568,0.05
yeast,px_γ,5,0.7158486460348162,0.05
yeast,px_κ,9,0.7419205351386203,0.05
yeast,px_δ,9,0.7514708252740169,0.05
yeast,px_γ,9,0.728763700838169,0.05
yeast,px_κ,15,0.7502619277885235,0.05
yeast,px_δ,15,0.7448621856866539,0.05
yeast,px_γ,15,0.7385356221792393,0.05
yeast,px_κ,21,0.7576362024500324,0.05
yeast,px_δ,21,0.7535259509993554,0.05
yeast,px_γ,21,0.7452450032237267,0.05
yeast,px_κ,29,0.763217279174726,0.05
yeast,px_δ,29,0.7563064152159896,0.05
yeast,px_γ,29,0.7510477111540941,0.05
yeast,px_κ,39,0.759671179883946,0.05
yeast,px_δ,39,0.7595704384268215,0.05
yeast,px_γ,39,0.7551378143133464,0.05
yeast,px_κ,1,0.7479086073500968,0.01
yeast,px_δ,1,0.756431334622824,0.01
yeast,px_γ,1,0.7479086073500968,0.01
yeast,px_κ,3,0.7679400386847195,0.01
yeast,px_δ,3,0.756237911025145,0.01
yeast,px_γ,3,0.7668278529980658,0.01
yeast,px_κ,5,0.780899419729207,0.01
yeast,px_δ,5,0.7453578336557058,0.01
yeast,px_γ,5,0.7745647969052224,0.01
yeast,px_κ,9,0.7866054158607351,0.01
yeast,px_δ,9,0.7421663442940039,0.01
yeast,px_γ,9,0.7818544487427467,0.01
yeast,px_κ,15,0.7818665377176015,0.01
yeast,px_δ,15,0.736436170212766,0.01
yeast,px_γ,15,0.784997582205029,0.01
yeast,px_κ,21,0.7820599613152803,0.01
yeast,px_δ,21,0.741090425531915,0.01
yeast,px_γ,21,0.7850217601547389,0.01
yeast,px_κ,29,0.7779859767891683,0.01
yeast,px_δ,29,0.7397122823984527,0.01
yeast,px_γ,29,0.7838128626692458,0.01
yeast,px_κ,39,0.77235251450677,0.01
yeast,px_δ,39,0.746796421663443,0.01
yeast,px_γ,39,0.781262088974855,0.01
yeast,px_κ,1,0.7604811411992264,0.005
yeast,px_δ,1,0.7326281431334623,0.005
yeast,px_γ,1,0.7604811411992264,0.005
yeast,px_κ,3,0.7864603481624758,0.005
yeast,px_δ,3,0.7275265957446809,0.005
yeast,px_γ,3,0.7825676982591876,0.005
yeast,px_κ,5,0.7835831721470019,0.005
yeast,px_δ,5,0.7187741779497099,0.005
yeast,px_γ,5,0.7858317214700193,0.005
yeast,px_κ,9,0.7865570599613153,0.005
yeast,px_δ,9,0.701245164410058,0.005
yeast,px_γ,9,0.7889990328820116,0.005
yeast,px_κ,15,0.7864845261121858,0.005
yeast,px_δ,15,0.7182785299806576,0.005
yeast,px_γ,15,0.7890957446808511,0.005
yeast,px_κ,21,0.7853481624758222,0.005
yeast,px_δ,21,0.7132857833655707,0.005
yeast,px_γ,21,0.7887693423597678,0.005
yeast,px_κ,29,0.7803312379110252,0.005
yeast,px_δ,29,0.7155826885880078,0.005
yeast,px_γ,29,0.7871856866537718,0.005
yeast,px_κ,39,0.7731141199226306,0.005
yeast,px_δ,39,0.7206358800773695,0.005
yeast,px_γ,39,0.7851426499032883,0.005
